회사명,거래소코드,회계년도,[제조]이자보상배율(이자비용)(IFRS),[제조]* (정상)영업손익(보고서기재)(IFRS),[제조]   이자비용(IFRS),[제조]이자보상배율(이자비용)(IFRS연결),[제조]* (정상)영업손익(보고서기재)(IFRS연결),[제조]   이자비용(IFRS연결)
(주)코엔텍,029960,2018/12,68.95,27649277,401003,73.09,29310888,401003
(주)코엔텍,029960,2019/12,75.88,28446448,374903,,,
(주)코엔텍,029960,2020/12,97.69,31035919,317712,,,
(주)코원플레이,056000,2010/12,19.43,9295500,478301,14.3,9934450,694936
(주)코원플레이,056000,2011/12,-20.49,-11735184,572686,-7.81,-9724694,1245378
(주)코원플레이,056000,2012/12,-14.58,-12628252,866272,-8.01,-14674845,1832924
(주)코원플레이,056000,2013/12,-7.39,-8769728,1187331,-5.27,-10443758,1981647
(주)코원플레이,056000,2014/12,0.55,783327,1426461,-1.28,-2918829,2283859
(주)코원플레이,056000,2015/12,-7.01,-6412170,914187,-10.64,-6296962,591997
(주)코원플레이,056000,2016/12,-8.25,-5891197,714250,,,
(주)코원플레이,056000,2017/12,4.5,1075691,238896,0.92,267138,290396
(주)코원플레이,056000,2018/12,-288.7,-811255,2810,-74.76,-3104776,41528
(주)코원플레이,056000,2019/12,11.43,284973,24930,-28.51,-3572682,125321
(주)코원플레이,056000,2020/12,12.66,2123806,167727,1.53,352752,231164
(주)코윈테크,282880,2016/12,,,,,,
(주)코윈테크,282880,2017/12,,,,,,
(주)코윈테크,282880,2018/12,41.02,10508932,256188,,,
(주)코윈테크,282880,2019/12,129.67,20659243,159323,130.85,20846672,159323
(주)코윈테크,282880,2020/12,-10.86,-1086829,100040,5.47,628573,114995
(주)코이즈,121850,2010/12,8.47,4292079,506870,8.58,4350336,506870
(주)코이즈,121850,2011/12,9.96,6650131,667560,9.35,6243200,667560
(주)코이즈,121850,2012/12,20.58,9194354,446822,15.21,7955114,523150
(주)코이즈,121850,2013/12,2.59,1045752,404054,-0.18,-83959,469571
(주)코이즈,121850,2014/12,0.41,364649,894947,-0.15,-144963,963331
(주)코이즈,121850,2015/12,-2.81,-1994072,709567,-1.92,-1498764,780304
(주)코이즈,121850,2016/12,0.64,277553,431537,1.62,793670,489106
(주)코이즈,121850,2017/12,-18.23,-8325654,456734,-14.45,-7529257,521108
(주)코이즈,121850,2018/12,-12.25,-8602180,702221,-9.15,-7407617,809621
(주)코이즈,121850,2019/12,-1.61,-1212366,754957,-2.76,-2819177,1022476
(주)코이즈,121850,2020/12,3.16,896651,283928,-3.69,-1953530,528714
(주)코콤,015710,2010/12,2.98,1650154,553658,2.98,1650154,553658
(주)코콤,015710,2011/12,12.65,3724937,294467,12.59,3708459,294467
(주)코콤,015710,2012/12,34.92,5973319,171057,33.55,5738401,171057
(주)코콤,015710,2013/12,11.73,5097331,434669,11.59,5035947,434669
(주)코콤,015710,2014/12,17.8,9702119,545125,17.69,9643460,545125
(주)코콤,015710,2015/12,45.73,9890570,216272,45.47,9832999,216272
(주)코콤,015710,2016/12,136.64,8844022,64723,136.62,8842419,64723
(주)코콤,015710,2017/12,192.51,12701429,65978,192.51,12701364,65978
(주)코콤,015710,2018/12,254.28,17196338,67627,254.28,17196078,67627
(주)코콤,015710,2019/12,192.48,13342693,69319,192.48,13342571,69319
(주)코콤,015710,2020/12,152.57,10870086,71246,152.57,10870078,71246
(주)코텍,052330,2010/12,45.48,14496460,318755,,,
(주)코텍,052330,2011/12,117.26,20639370,176020,,,
(주)코텍,052330,2012/12,553.79,21401752,38646,,,
(주)코텍,052330,2013/12,566.1,20736416,36630,,,
(주)코텍,052330,2014/12,1582.82,5492376,3470,,,
(주)코텍,052330,2015/12,999999999,26291925,0,,,
(주)코텍,052330,2016/12,999999999,29276826,0,,,
(주)코텍,052330,2017/12,999999999,33444127,0,,,
(주)코텍,052330,2018/12,999999999,42424698,0,,,
(주)코텍,052330,2019/12,999999999,34798947,0,999999999,33129377,0
(주)코텍,052330,2020/12,2722.17,5376279,1975,-18.52,-953699,51494
(주)코퍼스코리아,322780,2019/12,,,,,,
(주)코퍼스코리아,322780,2020/12,946,4496649,4753,81.89,5350054,65330
(주)쿠첸,225650,2015/12,,2159613,0,,,
(주)쿠첸,225650,2016/12,280.9,9789446,34850,,,
(주)쿠첸,225650,2017/12,-307.69,-8383838,27248,,,
(주)쿠첸,225650,2018/12,3751.93,1992276,531,,,
(주)쿠콘,294570,2018/12,,3584017,325786,,3477634,335416
(주)쿠콘,294570,2019/12,22.93,6308094,275050,21.85,6237778,285526
(주)쿠콘,294570,2020/12,80.31,11001159,136988,76.83,11238745,146279
(주)퀀타매트릭스,317690,2018/12,,-10697650,3643580,,-11090130,3643580
(주)퀀타매트릭스,317690,2019/12,-3,-12902695,4304599,-3.39,-14574115,4304599
(주)퀀타매트릭스,317690,2020/12,-62.23,-12976171,208511,-67.86,-14831329,218551
(주)큐라클,365270,2019/12,,-5734066,10718,,,
(주)큐라클,365270,2020/12,-334.35,-7852987,23487,,,
(주)큐로컴,040350,2010/12,1.99,2175218,1095678,-2.43,-2910187,1199365
(주)큐로컴,040350,2011/12,0.2,177192,907806,-2.07,-2742327,1322547
(주)큐로컴,040350,2012/12,0.13,75997,582030,-3.15,-3362101,1065806
(주)큐로컴,040350,2013/12,1.1,514090,466701,-3.91,-5189353,1328375
(주)큐로컴,040350,2014/12,0.6,163797,275233,-13.89,-5607727,403662
(주)큐로컴,040350,2015/12,1.01,465007,458818,-7.6,-4935632,649196
(주)큐로컴,040350,2016/12,-0.69,-730771,1059253,-3.8,-5109781,1346297
(주)큐로컴,040350,2017/12,0.15,368745,2503110,-1.95,-5227212,2685617
(주)큐로컴,040350,2018/12,-0.45,-880254,1944301,-4.11,-10516842,2560191
(주)큐로컴,040350,2019/12,0.21,416650,1986246,-4.57,-11807598,2585620
(주)큐로컴,040350,2020/12,0.18,302644,1671662,-5.21,-6356282,1218957
(주)큐로홀딩스,051780,2010/12,0.55,1355982,2459503,-1.01,-2707086,2691646
(주)큐로홀딩스,051780,2011/12,0.48,1280851,2687133,-0.57,-1830465,3207700
(주)큐로홀딩스,051780,2012/12,0.17,487579,2808155,-0.31,-1401572,4586106
(주)큐로홀딩스,051780,2013/12,0.05,154549,3097210,0.08,356861,4422327
(주)큐로홀딩스,051780,2014/12,0.22,679440,3021484,-0.02,-75035,4266303
(주)큐로홀딩스,051780,2015/12,0.17,485565,2789332,-0.09,-280213,3129290
(주)큐로홀딩스,051780,2016/12,-2.84,-2951542,1040966,-13.85,-15710045,1134595
(주)큐로홀딩스,051780,2017/12,-2.57,-2275802,886292,-6.27,-6855751,1093910
(주)큐로홀딩스,051780,2018/12,0.83,1197565,1436297,-0.39,-569077,1443323
(주)큐로홀딩스,051780,2019/12,0.65,1662395,2539464,0.28,782259,2790489
(주)큐로홀딩스,051780,2020/12,1.82,2333464,1283584,0.15,248031,1685822
(주)큐리어스,045050,2010/12,-1.38,-2100564,1525688,-4.44,-12039437,2709895
(주)큐리어스,045050,2011/12,0.2,485102,2471270,,,
(주)큐리언트,115180,2014/12,,-6645826,0,,,
(주)큐리언트,115180,2015/12,999999999,-8230447,0,,,
(주)큐리언트,115180,2016/12,999999999,-11076581,0,,,
(주)큐리언트,115180,2017/12,999999999,-12723839,0,,,
(주)큐리언트,115180,2018/12,999999999,-16687561,0,,,
(주)큐리언트,115180,2019/12,-2208.97,-23169936,10489,,,
(주)큐리언트,115180,2020/12,-670.07,-20043887,29913,-702.87,-21024930,29913
(주)큐브엔터테인먼트,182360,2013/12,,,,,,
(주)큐브엔터테인먼트,182360,2014/12,,,,,,
(주)큐브엔터테인먼트,182360,2015/12,14.83,815148,54959,12.93,710695,54959
(주)큐브엔터테인먼트,182360,2016/12,-239.59,-4566877,19061,-299.13,-5701794,19061
(주)큐브엔터테인먼트,182360,2017/12,105.03,735917,7007,30.13,211107,7007
(주)큐브엔터테인먼트,182360,2018/12,96.39,1948233,20211,95.53,1930704,20211
(주)큐브엔터테인먼트,182360,2019/12,6.23,1032543,165790,5.79,960752,165790
(주)큐브엔터테인먼트,182360,2020/12,13.53,1927755,142486,3.75,537392,143278
(주)큐앤에스,052880,2010/12,0.41,646144,1572397,0.07,145077,2161774
(주)큐에스아이,066310,2010/12,15061.51,6235463,414,,,
(주)큐에스아이,066310,2011/12,338.84,4783093,14116,,,
(주)큐에스아이,066310,2012/12,199.11,2739820,13760,189.17,2603027,13760
(주)큐에스아이,066310,2013/12,303.26,3499080,11538,321.68,3711718,11538
(주)큐에스아이,066310,2014/12,274.83,3110895,11319,307.44,3480038,11319
(주)큐에스아이,066310,2015/12,284.37,2412464,8484,165.31,1402431,8484
(주)큐에스아이,066310,2016/12,326.37,731924,2243,398.73,894188,2243
(주)큐에스아이,066310,2017/12,999999999,1438452,0,999999999,1067005,0
(주)큐에스아이,066310,2018/12,999999999,-357241,0,999999999,-1053320,0
(주)큐에스아이,066310,2019/12,999999999,160199,0,19.66,416541,21192
(주)큐에스아이,066310,2020/12,1.57,1033193,656877,0.64,430912,677679
(주)크레버스,096240,2010/12,999999999,4350286,0,13.98,3504726,250638
(주)크레버스,096240,2011/12,999999999,11361347,0,39.8,18526716,465460
(주)크레버스,096240,2012/12,999999999,13030044,0,27.93,16581347,593674
(주)크레버스,096240,2013/12,20.27,11395939,562101,8.5,15883084,1867587
(주)크레버스,096240,2014/12,5.01,5428538,1084319,8.97,11331886,1262658
(주)크레버스,096240,2015/12,-1.25,-1256774,1008613,6.2,6885877,1111015
(주)크레버스,096240,2016/12,-7.03,-5438802,774117,1.52,1671929,1096668
(주)크레버스,096240,2017/12,5.85,5550596,948991,10.45,13976956,1337348
(주)크레버스,096240,2018/12,13.94,8476300,608107,14.58,15774065,1081762
(주)크레버스,096240,2019/12,19.19,13285102,692392,12.41,22641001,1824065
(주)크레버스,096240,2020/12,21.74,15250694,701454,10.54,16921170,1605080
(주)크리스에프앤씨,110790,2010/12,,,,,,
(주)크리스에프앤씨,110790,2011/12,,,,,,
(주)크리스에프앤씨,110790,2012/12,,,,,,
(주)크리스에프앤씨,110790,2013/12,,,,,,
(주)크리스에프앤씨,110790,2014/12,,,,,,
(주)크리스에프앤씨,110790,2015/12,,,,,,
(주)크리스에프앤씨,110790,2016/12,16.55,34920481,2110246,14.62,35254569,2411010
(주)크리스에프앤씨,110790,2017/12,53.03,46774293,882092,51.07,46324715,907053
(주)크리스에프앤씨,110790,2018/12,45.55,43819830,962009,44.15,43599454,987596
(주)크리스에프앤씨,110790,2019/12,62.31,38731745,621638,58.13,37707651,648699
(주)크리스에프앤씨,110790,2020/12,83.18,50431747,606319,80.47,49821538,619119
(주)크린앤사이언스,045520,2010/12,-0.29,-266044,905312,-0.24,-220265,905312
(주)크린앤사이언스,045520,2011/12,1.52,1206896,792455,1.05,836353,793605
(주)크린앤사이언스,045520,2012/12,2.45,1880208,765937,2.22,1739733,785080
(주)크린앤사이언스,045520,2013/12,3.67,1994068,543834,3.51,1975328,563455
(주)크린앤사이언스,045520,2014/12,6.19,2805953,453481,5.67,2709628,477857
(주)크린앤사이언스,045520,2015/12,8.93,4255261,476497,8.57,4226416,492957
(주)크린앤사이언스,045520,2016/12,9.88,4556903,461345,9,4354522,483939
(주)크린앤사이언스,045520,2017/12,12.74,6458242,507035,11.7,6293672,537712
(주)크린앤사이언스,045520,2018/12,11.24,7743499,688737,11.17,8116682,726890
(주)크린앤사이언스,045520,2019/12,14.38,10782951,750036,14.01,10881745,776715
(주)크린앤사이언스,045520,2020/12,14.51,19033532,1312110,14.23,18908382,1328744
(주)클라스타,037550,2010/12,-5.47,-4902132,895682,-5.47,-4902132,895682
(주)클라우드에어,036170,2010/12,6.5,5181818,797739,,,
(주)클라우드에어,036170,2011/12,6.13,3991855,651138,,,
(주)클라우드에어,036170,2012/12,1.06,1465397,1386427,0.92,1273520,1388809
(주)클라우드에어,036170,2013/12,2.27,2905339,1280081,2.04,2618938,1280909
(주)클라우드에어,036170,2014/12,-0.9,-933707,1038885,-1.41,-1499847,1067261
(주)클라우드에어,036170,2015/12,2.52,1860377,739572,1.91,1412148,739572
(주)클라우드에어,036170,2016/12,9.07,2593358,285888,3.84,1097104,285888
(주)클라우드에어,036170,2017/12,9.4,2881709,306580,4.83,1480650,306580
(주)클라우드에어,036170,2018/12,0.35,1307041,3775143,0.19,717303,3775143
(주)클라우드에어,036170,2019/12,0,-970,2592213,0,-9527,2592213
(주)클라우드에어,036170,2020/12,-0.21,-496959,2400436,-0.41,-992057,2403661
(주)클래시스,214150,2015/12,,,,,,
(주)클래시스,214150,2016/12,,,,,,
(주)클래시스,214150,2017/12,85.83,10786229,125663,85.8,10802378,125895
(주)클래시스,214150,2018/12,39.99,17468589,436828,40.01,17476490,436828
(주)클래시스,214150,2019/12,151.8,41619213,274170,152.13,41709475,274170
(주)클래시스,214150,2020/12,239.57,40464839,168907,240.42,40608569,168907
(주)클루넷,067130,2010/12,-3.74,-3973575,1062151,-3.74,-3973575,1062151
(주)클루넷,067130,2011/12,-17.81,-8261859,463843,-21.05,-9763145,463843
(주)클리노믹스,352770,2019/12,,-4282931,1606316,,-4492065,1606765
(주)클리노믹스,352770,2020/12,-9.24,-11101070,1201651,-10.19,-12258810,1202946
(주)클리오,237880,2012/12,,,,,,
(주)클리오,237880,2013/12,,,,,,
(주)클리오,237880,2014/12,2.42,684814,283481,2.31,655430,283481
(주)클리오,237880,2015/12,88.08,22491235,255357,88.31,22549470,255357
(주)클리오,237880,2016/12,12.87,27931625,2170930,11.82,25685908,2172597
(주)클리오,237880,2017/12,2.41,12272250,5102419,2.13,10869805,5102419
(주)클리오,237880,2018/12,0.88,3978695,4519264,-0.35,-1575317,4532306
(주)클리오,237880,2019/12,16.94,18813270,1110299,16.75,18598524,1110299
(주)클리오,237880,2020/12,4.31,6863041,1592571,3.91,6228358,1592571
(주)키이스트,054780,2010/12,999999999,-158803,0,,,
(주)키이스트,054780,2011/12,999999999,2157533,0,,,
(주)키이스트,054780,2012/12,999999999,3344908,0,999999999,3011747,0
(주)키이스트,054780,2013/12,8.46,1092981,129237,-172.18,-5563744,32313
(주)키이스트,054780,2014/12,66.56,6286532,94453,103.74,7890629,76059
(주)키이스트,054780,2015/12,59.45,3560786,59895,67.87,7601566,112008
(주)키이스트,054780,2016/12,9.38,802180,85519,-3.92,-313869,80125
(주)키이스트,054780,2017/12,-3.6,-278424,77417,14.39,983966,68366
(주)키이스트,054780,2018/12,-15.16,-2103444,138741,-16.12,-2413550,149754
(주)키이스트,054780,2019/12,-5.7,-1649906,289635,-4.99,-1524810,305567
(주)키이스트,054780,2020/12,1.4,1620485,1157719,1.44,1667576,1157719
(주)타이거일렉,219130,2010/12,,,,,,
(주)타이거일렉,219130,2011/12,,,,,,
(주)타이거일렉,219130,2012/12,16.01,4123027,257509,,,
(주)타이거일렉,219130,2013/12,8.77,1961927,223724,7.75,1965558,253711
(주)타이거일렉,219130,2014/12,14.1,3282418,232867,9.66,3497760,362157
(주)타이거일렉,219130,2015/12,12.22,3132141,256233,8.27,3020619,365167
(주)타이거일렉,219130,2016/12,143.54,1139125,7936,,,
(주)타이거일렉,219130,2017/12,999999999,4686833,0,,,
(주)타이거일렉,219130,2018/12,999999999,2360780,0,,,
(주)타이거일렉,219130,2019/12,29.7,1460861,49183,,,
(주)타이거일렉,219130,2020/12,28.13,5851407,207977,,,
(주)탑머티리얼,360070,2019/12,,2420484,31434,,,
(주)탑엔지니어링,065130,2010/12,9.98,13390893,1341132,8.29,13776417,1662622
(주)탑엔지니어링,065130,2011/12,8.35,11896308,1425335,7.02,12537499,1784939
(주)탑엔지니어링,065130,2012/12,3.64,5345160,1469996,1.36,2525188,1858437
(주)탑엔지니어링,065130,2013/12,2.96,3462119,1170899,2.53,3662943,1448771
(주)탑엔지니어링,065130,2014/12,2.43,2516424,1036644,3.87,4680066,1209856
(주)탑엔지니어링,065130,2015/12,21.65,16023795,740091,19.71,16543919,839356
(주)탑엔지니어링,065130,2016/12,36.44,18226058,500114,30.5,17995013,590007
(주)탑엔지니어링,065130,2017/12,19.19,9176592,478198,26.95,15127799,561360
(주)탑엔지니어링,065130,2018/12,23.41,16936618,723528,17.94,33917658,1890758
(주)탑엔지니어링,065130,2019/12,24.09,24030398,997336,32.04,70635750,2204761
(주)탑엔지니어링,065130,2020/12,3.65,2472226,676830,-8.38,-18198174,2172043
(주)탑코미디어,134580,2010/12,,,,,,
(주)탑코미디어,134580,2011/12,44.06,4275143,97026,44.35,4302999,97026
(주)탑코미디어,134580,2012/12,768.68,9146575,11899,775.18,9223859,11899
(주)탑코미디어,134580,2013/12,553.81,5226258,9437,557.65,5262563,9437
(주)탑코미디어,134580,2014/12,1258.03,4187991,3329,1304.71,4343388,3329
(주)탑코미디어,134580,2015/12,999999999,4590634,0,999999999,4612356,0
(주)탑코미디어,134580,2016/12,999999999,-6390126,0,999999999,-7275618,0
(주)탑코미디어,134580,2017/12,999999999,-10649888,0,999999999,-10845023,0
(주)탑코미디어,134580,2018/12,999999999,1802593,0,999999999,1542572,0
(주)탑코미디어,134580,2019/12,-445.61,-4476578,10046,,,
(주)탑코미디어,134580,2020/12,-668.74,-3473429,5194,,,
(주)태경피엔에스,235090,2014/12,,,,,,
(주)태경피엔에스,235090,2015/12,,,,,,
(주)태경피엔에스,235090,2016/12,,,,,,
(주)태경피엔에스,235090,2017/12,,,,,,
(주)태광,023160,2010/12,12.17,1869688,153667,,,
(주)태광,023160,2011/12,397.56,36908847,92839,,,
(주)태광,023160,2012/12,968.08,46051711,47570,,,
(주)태광,023160,2013/12,828.54,34836047,42045,,,
(주)태광,023160,2014/12,269.1,12102724,44974,,,
(주)태광,023160,2015/12,406.92,17890363,43965,,,
(주)태광,023160,2016/12,68.97,3664852,53140,,,
(주)태광,023160,2017/12,80.26,4496693,56025,,,
(주)태광,023160,2018/12,89.9,4267098,47464,84.93,4031117,47464
(주)태광,023160,2019/12,30.35,3194433,105252,27.32,2875221,105252
(주)태광,023160,2020/12,-20.78,-2705439,130203,-23.91,-3113244,130203
(주)태성,323280,2019/12,,,,,,
(주)태성,323280,2020/12,,,,,,
(주)태양,053620,2010/12,45.07,12743876,282777,44.96,12713617,282777
(주)태양,053620,2011/12,53.52,9215619,172202,53.64,9237741,172202
(주)태양,053620,2012/12,83.62,7726755,92399,83.92,7754521,92399
(주)태양,053620,2013/12,157.85,9298359,58907,158.62,9344062,58907
(주)태양,053620,2014/12,382.29,8908801,23304,381.73,8895841,23304
(주)태양,053620,2015/12,7.22,1626662,225147,7.2,1621180,225147
(주)태양,053620,2016/12,64.13,18589359,289881,64.05,18568184,289881
(주)태양,053620,2017/12,57.48,14031945,244108,57.64,14069331,244108
(주)태양,053620,2018/12,-12.93,-1440084,111356,-12.86,-1431608,111356
(주)태양,053620,2019/12,46.35,7040482,151893,46.4,7048199,151893
(주)태양,053620,2020/12,69.85,9226143,132083,70.14,9263868,132083
(주)태웅,044490,2010/12,34.42,34198674,993461,,,
(주)태웅,044490,2011/12,12.14,19417760,1599046,,,
(주)태웅,044490,2012/12,1.56,10283090,6579113,,,
(주)태웅,044490,2013/12,0.72,10164319,14174677,,,
(주)태웅,044490,2014/12,10.47,8306187,793322,,,
(주)태웅,044490,2015/12,16.08,6088240,378717,,,
(주)태웅,044490,2016/12,10.08,12935186,1282670,,,
(주)태웅,044490,2017/12,-0.66,-4358336,6576526,,,
(주)태웅,044490,2018/12,-4.38,-32031365,7306255,,,
(주)태웅,044490,2019/12,-3.67,-30012424,8184520,,,
(주)태웅,044490,2020/12,0.22,1294023,5955646,,,
(주)태웅로직스,124560,2010/12,,,,,,
(주)태웅로직스,124560,2011/12,,,,,,
(주)태웅로직스,124560,2012/12,,,,,,
(주)태웅로직스,124560,2013/12,,,,,,
(주)태웅로직스,124560,2014/12,,,,,,
(주)태웅로직스,124560,2015/12,,,,,,
(주)태웅로직스,124560,2016/12,,,,,,
(주)태웅로직스,124560,2017/12,3.98,5254460,1319802,5.42,6815255,1256274
(주)태웅로직스,124560,2018/12,10.95,10828125,988861,10.78,11688333,1084359
(주)태웅로직스,124560,2019/12,15.26,13989061,916582,16.33,14980613,917554
(주)태웅로직스,124560,2020/12,18.54,13575289,732300,18.49,14653356,792580
(주)태창파로스,039850,2010/12,-6.52,-1608988,246598,,,
(주)태창파로스,039850,2011/12,1.48,616876,418050,,,
(주)태창파로스,039850,2012/12,-21.87,-2041223,93341,-21.87,-2041223,93341
(주)태창파로스,039850,2013/12,-81.22,-4206403,51788,,,
(주)태창파로스,039850,2014/12,-13.82,-1526274,110468,,,
(주)터보테크,032420,2010/12,-3.36,-6906339,2052431,-4.03,-9459566,2344459
(주)터보테크,032420,2011/12,0.54,912678,1705353,-1.36,-2351658,1730028
(주)터보테크,032420,2012/12,-2.93,-4572619,1560114,-2.91,-6186434,2124496
(주)터보테크,032420,2013/12,-1.73,-2748477,1585853,-0.3,-709571,2390639
(주)테라리소스,053320,2010/12,-0.03,-87822,2570492,-0.81,-2212236,2742881
(주)테라리소스,053320,2011/12,0.22,201037,897533,-1.43,-1613104,1129199
(주)테라리소스,053320,2012/12,-2.79,-2760411,990158,-6.52,-6525747,1000760
(주)테라젠이텍스,066700,2010/12,1.7,1570006,922242,1.63,3013784,1844964
(주)테라젠이텍스,066700,2011/12,-4.98,-4981017,1000792,-2.78,-4071136,1464448
(주)테라젠이텍스,066700,2012/12,-7.69,-7946418,1033204,-5.31,-7340797,1383007
(주)테라젠이텍스,066700,2013/12,3.64,2520091,691685,2.74,2382066,870727
(주)테라젠이텍스,066700,2014/12,2.56,1255916,490460,2.44,1609529,658652
(주)테라젠이텍스,066700,2015/12,8.63,3319735,384674,4.24,2485164,585712
(주)테라젠이텍스,066700,2016/12,1.24,915977,737675,1.37,1310106,955068
(주)테라젠이텍스,066700,2017/12,-0.32,-246259,773042,0.21,205857,990031
(주)테라젠이텍스,066700,2018/12,-5.77,-5056348,876726,-3.14,-3923991,1248381
(주)테라젠이텍스,066700,2019/12,0.38,846771,2215610,1.24,3705498,2976537
(주)테라젠이텍스,066700,2020/12,-4.37,-6545532,1498771,-2.93,-6293009,2144625
(주)테라텍,151750,2010/12,,,,,,
(주)테라텍,151750,2011/12,,,,,,
(주)테라텍,151750,2012/12,,,,,,
(주)테라텍,151750,2013/12,,,,,,
(주)테라텍,151750,2014/12,,,,,,
(주)테스,095610,2010/12,9.84,7368163,748623,,,
(주)테스,095610,2011/12,21.26,5300305,249364,,,
(주)테스,095610,2012/12,4.73,1266682,267810,,,
(주)테스,095610,2013/12,7.57,6283616,830317,7.49,6223142,830317
(주)테스,095610,2014/12,16.17,17115663,1058254,14.82,16337892,1102229
(주)테스,095610,2015/12,17.4,10573445,607646,15.6,9478898,607646
(주)테스,095610,2016/12,148.79,37053664,249037,146.03,36366481,249037
(주)테스,095610,2017/12,601.85,64081474,106474,574.5,63314557,110207
(주)테스,095610,2018/12,594.51,58616634,98597,586.4,57817260,98597
(주)테스,095610,2019/12,265.02,11808061,44556,263.69,11749115,44556
(주)테스,095610,2020/12,243.93,31610541,129589,244.46,31679674,129589
(주)테크엘,064520,2010/12,1.45,4596428,3160695,1.4,4411354,3160695
(주)테크엘,064520,2011/12,-6.99,-25307673,3622386,-7.08,-25650121,3622386
(주)테크엘,064520,2012/12,2.37,10025645,4230938,2.38,10093838,4233598
(주)테크엘,064520,2013/12,1.55,7496763,4837942,1.55,7497000,4837942
(주)테크엘,064520,2014/12,1.69,7217692,4261958,,,
(주)테크엘,064520,2015/12,2.04,5652747,2776426,2.02,5608609,2776426
(주)테크엘,064520,2016/12,1.35,2528433,1878834,1.28,2412200,1878834
(주)테크엘,064520,2017/12,-13.46,-19434592,1443731,-13.54,-19549677,1443732
(주)테크엘,064520,2018/12,-11.17,-22501905,2013689,-11.34,-22867359,2016013
(주)테크엘,064520,2019/12,-9.21,-14408199,1564476,-9.47,-14761520,1558904
(주)테크엘,064520,2020/12,-27.87,-5264220,188891,-28.06,-5300544,188891
(주)테크윙,089030,2010/12,7.6,11093435,1460477,,,
(주)테크윙,089030,2011/12,14.33,18069525,1261173,,,
(주)테크윙,089030,2012/12,7.41,11933652,1609625,,,
(주)테크윙,089030,2013/12,6.16,9089177,1475850,6.02,9497807,1578660
(주)테크윙,089030,2014/12,5.62,12910006,2297972,4.65,11931558,2565112
(주)테크윙,089030,2015/12,16.14,25496508,1579539,12.67,23278456,1837248
(주)테크윙,089030,2016/12,11.04,23052591,2088626,10.02,23092631,2304608
(주)테크윙,089030,2017/12,10.01,36059405,3602509,9.82,41515988,4226811
(주)테크윙,089030,2018/12,6.87,28497185,4145589,5.82,25092949,4308730
(주)테크윙,089030,2019/12,5.11,23372979,4574838,5.09,24400095,4790763
(주)테크윙,089030,2020/12,11.66,36185564,3102832,10.98,37910275,3453210
(주)텔레칩스,054450,2010/12,136554.66,435609,3,930372.33,2791117,3
(주)텔레칩스,054450,2011/12,999999999,-4676796,0,,,
(주)텔레칩스,054450,2012/12,-252.87,-1884436,7452,,,
(주)텔레칩스,054450,2013/12,999999999,-7918465,0,,,
(주)텔레칩스,054450,2014/12,999999999,1706650,0,,,
(주)텔레칩스,054450,2015/12,999999999,4568889,0,,,
(주)텔레칩스,054450,2016/12,999999999,6685885,0,999999999,6640431,0
(주)텔레칩스,054450,2017/12,999999999,6200877,0,999999999,6334056,0
(주)텔레칩스,054450,2018/12,999999999,8308072,0,999999999,8154892,0
(주)텔레칩스,054450,2019/12,262.5,8037236,30617,203.02,7646362,37664
(주)텔레칩스,054450,2020/12,-38.8,-7972182,205476,-40.04,-8475004,211677
(주)텔레필드,091440,2010/12,10.09,1785911,176918,,,
(주)텔레필드,091440,2011/12,3.2,904119,282847,,,
(주)텔레필드,091440,2012/12,4.31,1653960,383728,,,
(주)텔레필드,091440,2013/12,2.05,601943,293692,,,
(주)텔레필드,091440,2014/12,9.83,2891799,294328,,,
(주)텔레필드,091440,2015/12,4.52,890957,197098,,,
(주)텔레필드,091440,2016/12,-4.43,-1688974,381160,-4.43,-1688974,381160
(주)텔레필드,091440,2017/12,0.88,411835,469960,1.35,895289,663845
(주)텔레필드,091440,2018/12,-12.29,-10036019,816587,-10.79,-10868115,1006973
(주)텔레필드,091440,2019/12,2.23,2168776,972560,4.92,5688535,1156443
(주)텔레필드,091440,2020/12,-4.6,-4915778,1069652,-4.72,-5757958,1218721
(주)텔콘알에프제약,200230,2010/12,,,,,,
(주)텔콘알에프제약,200230,2011/12,,,,,,
(주)텔콘알에프제약,200230,2012/12,22.23,5598007,251787,22.23,5598007,251787
(주)텔콘알에프제약,200230,2013/12,67.81,10176122,150063,65.7,9859184,150063
(주)텔콘알에프제약,200230,2014/12,149.64,8657085,57852,139.45,8067298,57852
(주)텔콘알에프제약,200230,2015/12,27.03,256299,9483,-30.17,-286064,9483
(주)텔콘알에프제약,200230,2016/12,-7.39,-4482814,606806,-7.56,-8099009,1071579
(주)텔콘알에프제약,200230,2017/12,-2.6,-7885900,3036027,-3.6,-12081153,3353174
(주)텔콘알에프제약,200230,2018/12,-1.18,-5925667,5014543,-1.54,-7874448,5123255
(주)텔콘알에프제약,200230,2019/12,1.64,2949051,1794644,1.63,2995155,1835015
(주)텔콘알에프제약,200230,2020/12,-0.3,-846558,2815235,-0.73,-2089916,2848536
(주)토박스코리아,215480,2015/12,,,,,,
(주)토박스코리아,215480,2016/12,,,,,,
(주)토박스코리아,215480,2017/12,29.47,4534858,153886,,,
(주)토박스코리아,215480,2018/12,-3.31,-2415017,729688,,,
(주)토박스코리아,215480,2019/12,1.73,1123687,648779,,,
(주)토박스코리아,215480,2020/12,-3.53,-2979281,843245,,,
(주)토비스,051360,2010/12,3.57,3868854,1082622,3.25,3522655,1082622
